➜  code git:(master) ✗ python one_user_userlinks_to_src_urls.py
No _ovg3g  https://www.instagram.com/p/BB_iDPGGCEC/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB_ZG6smCEK/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB-lnsRmCB-/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB-OWPlmCDm/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB-NWOWGCBI/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB-FxeamCAi/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB-D2R2mCMF/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB9zv_nGCPI/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB84BTymCGI/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB81rHYGCCE/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB7V_0kGCJR/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB7V3rDmCJB/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB6s8E2mCIo/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB6sYaFGCHy/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB39xJ3GCHu/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB3lwsBGCBd/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB1T1wmmCJk/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BB1QmBHmCDu/?taken-by=rainyseasonshop
No _ovg3g  https://www.instagram.com/p/BBy_5rpGCDO/?taken-by=rainyseasonshop
Successfully found 1904 reactids among 2004 urls
getting src_urls
writing to file
Directory already exists:  rainyseasonshop
20160311.11:47:1457725627  items written to  rainyseasonshop_src_urls.txt
attempted username:  rainyseasonshop
